trace_id,t,throughput_kbps
spain_1173,6,18057.28
spain_1173,7,24843.36
spain_1173,8,30613.28
spain_1173,9,31629.440000000002
spain_1173,10,26607.04
spain_1173,11,32248.48
spain_1173,12,33381.44
spain_1173,13,31185.6
spain_1173,14,31454.24
spain_1173,15,33019.36
spain_1173,16,30905.28
spain_1173,17,30134.4
spain_1173,18,31489.28
spain_1173,19,31010.4
spain_1173,20,30660.0
spain_1174,0,21993.44
spain_1174,1,32668.96
spain_1174,2,27191.04
spain_1174,3,31524.32
spain_1174,4,27436.32
spain_1174,5,27506.4
spain_1174,6,27763.359999999997
spain_1174,7,31979.840000000004
spain_1174,8,33977.12
spain_1174,9,31792.96
spain_1174,10,34210.72
spain_1174,11,35203.520000000004
spain_1174,12,32657.28
spain_1174,13,32038.24
spain_1174,14,35448.8
spain_1174,15,33825.28
spain_1174,16,31886.4
spain_1174,17,31395.840000000004
spain_1174,18,28908.0
spain_1174,19,30052.640000000003
spain_1174,20,23982.933333333334
spain_1175,0,9846.24
spain_1175,1,12637.76
spain_1175,2,13245.12
spain_1175,3,14786.88
spain_1175,4,16375.36
spain_1175,5,19669.120000000003
spain_1175,6,24843.36
spain_1175,7,32178.4
spain_1175,8,32131.68
spain_1175,9,34748.0
spain_1175,10,35238.56
spain_1175,11,34420.96
spain_1175,12,35145.12
spain_1175,13,32248.48
spain_1175,14,33031.04
spain_1175,15,36441.6
spain_1175,16,37714.72
spain_1175,17,36873.76
spain_1175,18,37224.159999999996
spain_1175,19,37317.6
spain_1175,20,33813.600000000006
spain_1204,0,18185.760000000002
spain_1204,1,25579.2
spain_1204,2,24282.719999999998
spain_1204,3,26350.079999999998
spain_1204,4,19400.48
spain_1204,5,20241.44
spain_1204,6,20183.04
spain_1204,7,21608.0
spain_1204,8,20965.6
spain_1204,9,21549.6
spain_1204,10,22974.56
spain_1204,11,23523.519999999997
spain_1204,12,25030.239999999998
spain_1204,13,27833.440000000002
spain_1204,14,31921.440000000002
spain_1204,15,36371.520000000004
spain_1204,16,37819.840000000004
spain_1204,17,40950.08
spain_1204,18,37212.479999999996
spain_1204,19,33007.68
spain_1204,20,34981.6
spain_1205,0,21082.4
spain_1205,1,33650.08
spain_1205,2,33860.32
spain_1205,3,35600.64
spain_1205,4,36535.04
spain_1205,5,38357.12
spain_1205,6,35822.56
spain_1205,7,40424.479999999996
spain_1205,8,40249.28
spain_1205,9,42398.4
spain_1205,10,42456.8
spain_1205,11,38765.92
spain_1205,12,37481.12
spain_1205,13,40377.759999999995
spain_1205,14,39618.56
spain_1205,15,34432.64
spain_1205,16,34117.28
spain_1205,17,38193.6
spain_1205,18,39233.12
spain_1205,19,37574.56
spain_1205,20,34969.92
spain_1206,0,13688.960000000001
spain_1206,1,19856.0
spain_1206,2,20907.2
spain_1206,3,21549.6
spain_1206,4,22343.84
spain_1206,5,24679.84
spain_1206,6,27973.6
spain_1206,7,28814.559999999998
spain_1206,8,30274.559999999998
spain_1206,9,30461.440000000002
spain_1206,10,30461.439999999995
spain_1206,11,24294.4
spain_1206,12,29702.24
spain_1206,13,31909.76
spain_1206,14,33580.0
spain_1206,15,33264.64
spain_1206,16,34070.56
spain_1206,17,33766.88
spain_1206,18,31944.8
spain_1206,19,34012.159999999996
spain_1206,20,23827.2
spain_1207,0,24539.68
spain_1207,1,38976.159999999996
spain_1207,2,34362.56
spain_1207,3,35437.12
spain_1207,4,30730.079999999998
spain_1207,5,25415.68
spain_1207,6,27588.159999999996
spain_1207,7,29164.96
spain_1207,8,29200.0
spain_1207,9,29340.159999999996
spain_1207,10,28686.079999999998
spain_1207,11,30438.079999999998
spain_1207,12,30391.359999999997
spain_1207,13,32960.96
spain_1207,14,34140.64
spain_1207,15,38368.8
spain_1207,16,37013.92
spain_1207,17,37457.759999999995
spain_1207,18,36745.28
spain_1207,19,34584.479999999996
spain_1207,20,27354.559999999998
spain_1236,0,15651.2
spain_1236,1,21923.36
spain_1236,2,23231.52
spain_1236,3,24294.4
spain_1236,4,25637.6
spain_1236,5,24224.32
spain_1236,6,23441.760000000002
spain_1236,7,20825.44
spain_1236,8,19937.760000000002
spain_1236,9,20276.48
spain_1236,10,21631.36
spain_1236,11,22612.48
spain_1236,12,23546.879999999997
spain_1236,13,22227.04
spain_1236,14,23558.56
spain_1236,15,25439.04
spain_1236,16,27985.28
spain_1236,17,26992.48
spain_1236,18,29924.159999999996
spain_1236,19,30858.560000000005
spain_1236,20,22338.0
spain_1237,0,17321.44
spain_1237,1,24341.120000000003
spain_1237,2,26361.76
spain_1237,3,22273.760000000002
spain_1237,4,22413.920000000002
spain_1237,5,23616.96
spain_1237,6,23511.84
spain_1237,7,24259.36
spain_1237,8,23733.760000000002
spain_1237,9,23103.04
spain_1237,10,25298.879999999997
spain_1237,11,24586.4
spain_1237,12,25275.52
spain_1237,13,24142.56
spain_1237,14,22589.12
spain_1237,15,22273.760000000002
spain_1237,16,26782.24
spain_1237,17,30484.8
spain_1237,18,25836.16
spain_1237,19,29386.879999999997
spain_1237,20,21818.239999999998
spain_1238,0,10512.0
spain_1238,1,10079.84
spain_1238,2,11598.24
spain_1238,3,12240.64
spain_1238,4,12369.119999999999
spain_1238,5,12754.560000000001
spain_1238,6,14074.4
spain_1238,7,15756.319999999998
spain_1238,8,16538.879999999997
spain_1238,9,17006.079999999998
spain_1238,10,19996.16
spain_1238,11,25614.239999999998
spain_1238,12,23231.519999999997
spain_1238,13,20393.28
spain_1238,14,19447.2
spain_1238,15,21047.36
spain_1238,16,20860.48
spain_1238,17,21129.120000000003
spain_1238,18,21561.28
spain_1238,19,22962.879999999997
spain_1238,20,21549.6
spain_1239,0,6704.32
spain_1239,1,12754.560000000001
spain_1239,2,16352.0
spain_1239,3,16690.72
spain_1239,4,18746.4
spain_1239,5,18489.44
spain_1239,6,20720.32
spain_1239,7,25182.079999999998
spain_1239,8,30029.28
spain_1239,9,33428.159999999996
spain_1239,10,32704.0
spain_1239,11,31676.159999999996
spain_1239,12,31874.72
spain_1239,13,27506.4
spain_1239,14,34339.2
spain_1239,15,32213.439999999995
spain_1239,16,27412.96
spain_1239,17,31290.72
spain_1239,18,26443.52
spain_1239,19,33229.6
spain_1239,20,27377.920000000002
spain_1306,0,20089.6
spain_1306,1,27740.0
spain_1306,2,30274.560000000005
spain_1306,3,24247.68
spain_1306,4,30928.640000000003
spain_1306,5,32271.840000000004
spain_1306,6,23675.36
spain_1306,7,23535.2
spain_1306,8,28078.72
spain_1306,9,30262.879999999997
spain_1306,10,32295.2
spain_1306,11,30589.920000000002
spain_1306,12,30846.879999999997
spain_1306,13,29935.840000000004
spain_1306,14,32201.76
spain_1306,15,30344.639999999996
spain_1306,16,32003.2
spain_1306,17,23920.64
spain_1306,18,31956.48
spain_1306,19,31839.68
spain_1306,20,27477.2
spain_1307,0,3772.6400000000003
spain_1307,1,5407.84
spain_1307,2,6202.08
spain_1307,3,7078.08
spain_1307,4,8713.28
spain_1307,5,11516.48
spain_1307,6,17356.48
spain_1307,7,23500.16
spain_1307,8,29924.159999999996
spain_1307,9,31828.0
spain_1307,10,32482.079999999998
spain_1307,11,29819.039999999997
spain_1307,12,30811.840000000004
spain_1307,13,32131.68
spain_1307,14,32131.68
spain_1307,15,32061.6
spain_1307,16,29433.6
spain_1307,17,31325.76
spain_1307,18,31991.52
spain_1307,19,30940.32
spain_1307,20,26256.640000000003
spain_1308,0,20533.44
spain_1308,1,30613.28
spain_1308,2,29176.640000000003
spain_1308,3,28078.72
spain_1308,4,30718.4
spain_1308,5,31571.039999999997
spain_1308,6,29807.359999999997
spain_1308,7,30601.6
spain_1308,8,31909.76
spain_1308,9,31641.120000000003
spain_1308,10,15732.960000000001
spain_1308,11,30414.72
spain_1308,12,30928.640000000003
spain_1308,13,31559.359999999997
spain_1308,14,31255.68
spain_1308,15,30706.72
spain_1308,16,31968.159999999996
spain_1308,17,33019.36
spain_1308,18,31127.2
spain_1308,19,26665.440000000002
spain_1308,20,22737.066666666666
spain_1309,0,9554.24
spain_1309,1,12380.8
spain_1309,2,13104.960000000001
spain_1309,3,14027.679999999998
spain_1309,4,15709.6
spain_1309,5,18407.68
spain_1309,6,22040.16
spain_1309,7,21117.44
spain_1309,8,19610.72
spain_1309,9,20918.879999999997
spain_1309,10,20112.96
spain_1309,11,20206.4
spain_1309,12,21269.28
spain_1309,13,21351.04
spain_1309,14,22822.72
spain_1309,15,32201.76
spain_1309,16,32704.0
spain_1309,17,31664.48
spain_1309,18,30706.72
spain_1309,19,31127.2
spain_1309,20,28709.440000000002
spain_1362,0,3760.96
spain_1362,1,4940.64
spain_1362,2,6026.88
spain_1362,3,6587.5199999999995
spain_1362,4,7521.92
spain_1362,5,11212.8
spain_1362,6,16363.679999999998
spain_1362,7,21864.96
spain_1362,8,27085.920000000002
spain_1362,9,22168.64
spain_1362,10,27634.879999999997
spain_1362,11,26513.6
spain_1362,12,24983.52
spain_1362,13,27436.32
spain_1362,14,24341.120000000003
spain_1362,15,23873.920000000002
spain_1362,16,28709.440000000002
spain_1362,17,26758.879999999997
spain_1362,18,23313.28
spain_1362,19,25298.879999999997
spain_1362,20,25915.0
spain_1363,0,6400.64
spain_1363,1,9028.64
spain_1363,2,9332.32
spain_1363,3,10138.24
spain_1363,4,10979.2
spain_1363,5,14319.679999999998
spain_1363,6,18162.4
spain_1363,7,23313.28
spain_1363,8,32341.920000000002
spain_1363,9,33603.36
spain_1363,10,31173.920000000002
spain_1363,11,31582.72
spain_1363,12,33988.8
spain_1363,13,32587.2
spain_1363,14,31337.440000000002
spain_1363,15,29573.76
spain_1363,16,34397.6
spain_1363,17,32937.6
spain_1363,18,30379.68
spain_1363,19,33661.759999999995
spain_1363,20,29044.266666666666
spain_1364,0,6108.64
spain_1364,1,7977.44
spain_1364,2,8958.560000000001
spain_1364,3,10056.48
spain_1364,4,10733.92
spain_1364,5,15219.039999999999
spain_1364,6,18933.28
spain_1364,7,24936.8
spain_1364,8,32960.96
spain_1364,9,37002.240000000005
spain_1364,10,33942.08
spain_1364,11,31874.72
spain_1364,12,36488.32
spain_1364,13,33988.8
spain_1364,14,33965.44
spain_1364,15,34572.8
spain_1364,16,34993.28
spain_1364,17,33136.159999999996
spain_1364,18,32131.68
spain_1364,19,28242.24
spain_1364,20,25306.666666666668
spain_1365,0,21829.920000000002
spain_1365,1,31909.76
spain_1365,2,31979.840000000004
spain_1365,3,31045.440000000002
spain_1365,4,27763.359999999997
spain_1365,5,24831.68
spain_1365,6,27891.840000000004
spain_1365,7,30648.32
spain_1365,8,32120.0
spain_1365,9,25906.239999999998
spain_1365,10,33334.72
spain_1365,11,32984.32
spain_1365,12,30636.640000000003
spain_1365,13,20148.0
spain_1365,14,32423.68
spain_1365,15,24843.36
spain_1365,16,30706.72
spain_1365,17,30368.0
spain_1365,18,33720.159999999996
spain_1365,19,27085.920000000002
spain_1365,20,25082.8
spain_1394,0,5291.04
spain_1394,1,10044.8
spain_1394,2,17181.28
spain_1394,3,19166.879999999997
spain_1394,4,20112.96
spain_1394,5,21643.04
spain_1394,6,22612.48
spain_1394,7,25719.36
spain_1394,8,30227.840000000004
spain_1394,9,33638.4
spain_1394,10,34479.36
spain_1394,11,35717.44
spain_1394,12,35051.68
spain_1394,13,32739.04
spain_1394,14,40646.4
spain_1394,15,42363.36
spain_1394,16,40377.759999999995
spain_1394,17,42807.2
spain_1394,18,40774.88
spain_1394,19,36593.44
spain_1394,20,28791.2
spain_1395,0,27237.76
spain_1395,1,38345.44
spain_1395,2,39256.479999999996
spain_1395,3,34152.32
spain_1395,4,37387.68
spain_1395,5,38941.12
spain_1395,6,37084.0
spain_1395,7,39326.56
spain_1395,8,36254.72
spain_1395,9,34444.32
spain_1395,10,38287.04
spain_1395,11,39361.6
spain_1395,12,36441.6
spain_1395,13,37761.44
spain_1395,14,34023.840000000004
spain_1395,15,35916.0
spain_1395,16,38123.520000000004
spain_1395,17,37025.6
spain_1395,18,37656.32
spain_1395,19,31828.0
spain_1395,20,26303.360000000004
spain_1396,0,27961.920000000002
spain_1396,1,35121.759999999995
spain_1396,2,39688.64
spain_1396,3,42491.840000000004
spain_1396,4,40296.0
spain_1396,5,41475.68
spain_1396,6,37784.8
spain_1396,7,36406.56
spain_1396,8,38579.04
spain_1396,9,34607.840000000004
spain_1396,10,37597.92
spain_1396,11,40412.8
spain_1396,12,38684.159999999996
spain_1396,13,32960.96
spain_1396,14,39723.68
spain_1396,15,37235.840000000004
spain_1396,16,36441.6
spain_1396,17,37796.479999999996
spain_1396,18,39244.8
spain_1396,19,39326.56
spain_1396,20,32431.466666666664
spain_1397,0,4823.84
spain_1397,1,9892.960000000001
spain_1397,2,11563.2
spain_1397,3,13350.24
spain_1397,4,12474.240000000002
spain_1397,5,15184.0
spain_1397,6,17041.120000000003
spain_1397,7,22530.72
spain_1397,8,30321.28
spain_1397,9,35028.32
spain_1397,10,37107.36
spain_1397,11,39116.32
spain_1397,12,36126.240000000005
spain_1397,13,34841.44
spain_1397,14,33895.36
spain_1397,15,33533.28
spain_1397,16,34082.240000000005
spain_1397,17,36313.12
spain_1397,18,35530.56
spain_1397,19,36464.96000000001
spain_1397,20,28207.2
spain_1420,0,20720.32
spain_1420,1,33311.36
spain_1420,2,33895.36
spain_1420,3,31629.440000000002
spain_1420,4,34677.92
spain_1420,5,32528.8
spain_1420,6,32341.920000000002
spain_1420,7,31407.52
spain_1420,8,32762.4
spain_1420,9,32166.72
spain_1420,10,32820.8
spain_1420,11,34631.2
spain_1420,12,35028.32
spain_1420,13,35507.2
spain_1420,14,33895.36
spain_1420,15,10243.36
spain_1420,16,25824.480000000003
spain_1420,17,34210.72
spain_1420,18,28394.079999999998
spain_1420,19,30835.2
spain_1420,20,20634.666666666668
spain_1421,0,17683.52
spain_1421,1,23722.079999999998
spain_1421,2,24492.96
spain_1421,3,25298.879999999997
spain_1421,4,27693.28
spain_1421,5,29982.559999999998
spain_1421,6,33638.4
spain_1421,7,34783.04
spain_1421,8,36137.92
spain_1421,9,35565.6
spain_1421,10,32388.640000000003
spain_1421,11,34841.44
spain_1421,12,34561.12
spain_1421,13,32785.759999999995
spain_1421,14,36686.88
spain_1421,15,32049.920000000002
spain_1421,16,35425.44
spain_1421,17,35378.72
spain_1421,18,31874.72
spain_1421,19,28989.76
spain_1421,20,26708.266666666666
spain_1422,0,10231.68
spain_1422,1,13478.720000000001
spain_1422,2,14553.279999999999
spain_1422,3,14997.12
spain_1422,4,15943.2
spain_1422,5,19587.36
spain_1422,6,25999.68
spain_1422,7,31699.52
spain_1422,8,34409.28
spain_1422,9,29527.04
spain_1422,10,36593.44
spain_1422,11,36943.840000000004
spain_1422,12,38111.840000000004
spain_1422,13,35507.2
spain_1422,14,29737.28
spain_1422,15,33054.4
spain_1422,16,34596.159999999996
spain_1422,17,35402.08
spain_1422,18,38859.36
spain_1422,19,35110.08
spain_1422,20,32470.399999999998
spain_1423,0,15195.679999999998
spain_1423,1,22834.4
spain_1423,2,23698.719999999998
spain_1423,3,24843.36
spain_1423,4,26186.56
spain_1423,5,27296.159999999996
spain_1423,6,28557.6
spain_1423,7,33241.28
spain_1423,8,32668.96
spain_1423,9,32645.6
spain_1423,10,35168.48
spain_1423,11,34023.840000000004
spain_1423,12,29223.359999999997
spain_1423,13,30192.8
spain_1423,14,32271.840000000004
spain_1423,15,34689.6
spain_1423,16,34339.2
spain_1423,17,32937.6
spain_1423,18,35518.88
spain_1423,19,31769.6
spain_1423,20,28888.53333333333
spain_1452,0,5361.12
spain_1452,1,10149.92
spain_1452,2,17917.120000000003
spain_1452,3,19984.48
spain_1452,4,21386.079999999998
spain_1452,5,22028.48
spain_1452,6,23243.2
spain_1452,7,24504.64
spain_1452,8,27272.8
spain_1452,9,32330.239999999998
spain_1452,10,34818.08
spain_1452,11,31045.440000000002
spain_1452,12,37679.68
spain_1452,13,35705.759999999995
spain_1452,14,38707.520000000004
spain_1452,15,37843.2
spain_1452,16,37177.44
spain_1452,17,32248.48
spain_1452,18,34140.64
spain_1452,19,33836.96
spain_1452,20,27448.0
spain_1453,0,7393.44
spain_1453,1,15230.720000000001
spain_1453,2,23873.920000000002
spain_1453,3,24703.2
spain_1453,4,25532.48
spain_1453,5,26969.120000000003
spain_1453,6,26303.359999999997
spain_1453,7,28756.159999999996
spain_1453,8,35110.08
spain_1453,9,33860.32
spain_1453,10,32960.96
spain_1453,11,30076.0
spain_1453,12,33988.8
spain_1453,13,36313.12
spain_1453,14,35250.240000000005
spain_1453,15,37329.28
spain_1453,16,37936.64
spain_1453,17,32774.08
spain_1453,18,37399.36
spain_1453,19,35308.64
spain_1453,20,28820.4
spain_1454,0,5945.12
spain_1454,1,6540.8
spain_1454,2,7977.44
spain_1454,3,8911.84
spain_1454,4,11096.0
spain_1454,5,14308.0
spain_1454,6,19797.6
spain_1454,7,26887.360000000004
spain_1454,8,35378.72
spain_1454,9,33509.92
spain_1454,10,32038.24
spain_1454,11,25976.32
spain_1454,12,27039.2
spain_1454,13,30064.32
spain_1454,14,29819.04
spain_1454,15,28791.2
spain_1454,16,29223.359999999997
spain_1454,17,30578.24
spain_1454,18,29959.2
spain_1454,19,31395.840000000004
spain_1454,20,24294.4
spain_1455,0,4111.36
spain_1455,1,5746.5599999999995
spain_1455,2,6751.039999999999
spain_1455,3,8117.6
spain_1455,4,9122.08
spain_1455,5,13980.960000000001
spain_1455,6,18489.44
spain_1455,7,25158.719999999998
spain_1455,8,21713.120000000003
spain_1455,9,21047.36
spain_1455,10,22974.559999999998
spain_1455,11,21210.879999999997
spain_1455,12,21923.36
spain_1455,13,28405.76
spain_1455,14,32236.8
spain_1455,15,29141.6
spain_1455,16,34070.56
spain_1455,17,33615.04
spain_1455,18,35542.240000000005
spain_1455,19,34631.2
spain_1455,20,25968.533333333336
spain_1484,0,16515.519999999997
spain_1484,1,23616.96
spain_1484,2,22834.4
spain_1484,3,25287.2
spain_1484,4,24329.44
spain_1484,5,29410.24
spain_1484,6,31886.4
spain_1484,7,32166.72
spain_1484,8,30017.6
spain_1484,9,28674.4
spain_1484,10,28978.079999999998
spain_1484,11,28686.079999999998
spain_1484,12,27553.120000000003
spain_1484,13,30589.920000000002
spain_1484,14,32902.56
spain_1484,15,33381.44
spain_1484,16,17333.120000000003
spain_1484,17,33404.8
spain_1484,18,9355.68
spain_1484,19,15195.679999999998
spain_1484,20,62215.466666666674
spain_1485,0,17006.079999999998
spain_1485,1,25579.2
spain_1485,2,23710.4
spain_1485,3,24130.879999999997
spain_1485,4,22600.8
spain_1485,5,24364.48
spain_1485,6,23546.879999999997
spain_1485,7,24703.2
spain_1485,8,24387.84
spain_1485,9,30601.6
spain_1485,10,32937.6
spain_1485,11,34491.04
spain_1485,12,33252.96
spain_1485,13,21818.239999999998
spain_1485,14,31045.440000000002
spain_1485,15,39326.56
spain_1485,16,32155.039999999997
spain_1485,17,33696.8
spain_1485,18,34934.88
spain_1485,19,35063.36
spain_1485,20,31068.800000000003
spain_1486,0,20007.84
spain_1486,1,28405.76
spain_1486,2,25018.56
spain_1486,3,23885.6
spain_1486,4,25240.48
spain_1486,5,26700.48
spain_1486,6,33673.44
spain_1486,7,32692.32
spain_1486,8,29830.72
spain_1486,9,23616.96
spain_1486,10,30823.52
spain_1486,11,27845.120000000003
spain_1486,12,25497.44
spain_1486,13,33615.04
spain_1486,14,30064.32
spain_1486,15,28767.840000000004
spain_1486,16,28335.68
spain_1486,17,27856.8
spain_1486,18,30122.72
spain_1486,19,27459.68
spain_1486,20,25135.359999999997
spain_1487,0,4380.0
spain_1487,1,5699.84
spain_1487,2,6891.2
spain_1487,3,8140.960000000001
spain_1487,4,8841.76
spain_1487,5,12964.8
spain_1487,6,18652.96
spain_1487,7,26957.440000000002
spain_1487,8,32540.48
spain_1487,9,30952.0
spain_1487,10,33743.520000000004
spain_1487,11,30087.68
spain_1487,12,25602.56
spain_1487,13,31536.0
spain_1487,14,21783.2
spain_1487,15,22822.719999999998
spain_1487,16,26385.120000000003
spain_1487,17,26034.72
spain_1487,18,22554.08
spain_1487,19,27845.120000000003
spain_1487,20,24800.533333333336
spain_1516,0,20790.4
spain_1516,1,31337.440000000002
spain_1516,2,33229.6
spain_1516,3,33872.0
spain_1516,4,31851.359999999997
spain_1516,5,34958.240000000005
spain_1516,6,37060.64
spain_1516,7,36032.8
spain_1516,8,37142.4
spain_1516,9,37189.12
spain_1516,10,33801.92
spain_1516,11,36698.56
spain_1516,12,36091.2
spain_1516,13,37119.04
spain_1516,14,32867.520000000004
spain_1516,15,35063.36
spain_1516,16,36359.840000000004
spain_1516,17,35962.72
spain_1516,18,35180.159999999996
spain_1516,19,36266.4
spain_1516,20,31502.62857142857
spain_1517,0,14693.439999999999
spain_1517,1,19096.8
spain_1517,2,21327.68
spain_1517,3,22577.44
spain_1517,4,24399.52
spain_1517,5,25322.239999999998
spain_1517,6,27658.24
spain_1517,7,28172.159999999996
spain_1517,8,30449.76
spain_1517,9,30963.68
spain_1517,10,31921.440000000002
spain_1517,11,14249.6
spain_1517,12,12883.039999999999
spain_1517,13,34526.08
spain_1517,14,35775.840000000004
spain_1517,15,35694.08
spain_1517,16,31979.840000000004
spain_1517,17,35203.520000000004
spain_1517,18,33673.44
spain_1517,19,37235.840000000004
spain_1517,20,29521.2
spain_1518,0,22787.68
spain_1518,1,29235.04
spain_1518,2,33872.0
spain_1518,3,32937.6
spain_1518,4,32774.08
spain_1518,5,34701.28
spain_1518,6,33626.72
spain_1518,7,31477.6
spain_1518,8,32190.079999999998
spain_1518,9,29492.0
spain_1518,10,28989.76
spain_1518,11,27541.440000000002
spain_1518,12,25649.28
spain_1518,13,25368.96
spain_1518,14,25474.079999999998
spain_1518,15,32493.76
spain_1518,16,34514.4
spain_1518,17,34140.64
spain_1518,18,30624.96
spain_1518,19,31302.4
spain_1518,20,32256.266666666666
spain_1519,0,3854.4
spain_1519,1,6353.92
spain_1519,2,7218.24
spain_1519,3,7907.360000000001
spain_1519,4,8584.8
spain_1519,5,9636.0
spain_1519,6,12707.84
spain_1519,7,17870.4
spain_1519,8,22192.0
spain_1519,9,20288.16
spain_1519,10,28242.24
spain_1519,11,33556.64
spain_1519,12,35133.44
spain_1519,13,35495.520000000004
spain_1519,14,35040.0
spain_1519,15,32306.879999999997
spain_1519,16,34128.96
